Compound Score,Date,Negative Score,Neurtal Score,Positive Score,Tweet Text,Tweets Ago,Username
0.0,Tue Jul 31 05:23:00 +0000 2018,0.0,1.0,0.0,Jimmy Hoffa investigation: Frank Sheeran and the blood evidence we found in the case https://t.co/k6wemTLgSm,0,@FoxNews
0.4005,Tue Jul 31 05:15:00 +0000 2018,0.0,0.87,0.13,Rudy Giuliani: “Everything that’s been released so far shows the president to be absolutely innocent. He didn’t do… https://t.co/AUY861PuhP,0,@FoxNews
0.3182,Tue Jul 31 05:07:00 +0000 2018,0.0,0.887,0.113,"A huge ""Trump 2020"" banner was unfurled at the New York @Yankees game on Sunday by fans of President… https://t.co/0huvalGKGx",0,@FoxNews
0.0,Tue Jul 31 05:05:20 +0000 2018,0.0,1.0,0.0,Mars close approach viewing from the Griffith Observatory in Los Angeles. https://t.co/gM1QDcjcrd,0,@FoxNews
0.2795,Tue Jul 31 05:00:00 +0000 2018,0.0,0.865,0.135,".@newtgingrich: “Is it more radical to want to have a wall, or is it more radical to want to have open borders?” https://t.co/XTEtakPKwt",0,@FoxNews
-0.0516,Tue Jul 31 04:53:00 +0000 2018,0.155,0.7,0.145,"Trump supporters pelted by eggs, punches can sue San Jose cops in attack, court says https://t.co/0noLrFlaVG",0,@FoxNews
0.7269,Tue Jul 31 04:45:00 +0000 2018,0.0,0.728,0.272,".@POTUS to Iran: ""They want to meet? I'll meet - any time they want...It's good for the country, good for them, goo… https://t.co/7JAyxjAvok",0,@FoxNews
-0.34,Tue Jul 31 04:38:00 +0000 2018,0.167,0.833,0.0,Suspects confess to swiping shark from San Antonio Aquarium in baby stroller https://t.co/QmPRruvfrC,0,@FoxNews
0.34,Tue Jul 31 04:30:00 +0000 2018,0.0,0.789,0.211,Rudy Giuliani: “You could investigate an innocent man forever.” https://t.co/OnvFb3VR3U,0,@FoxNews
0.1779,Tue Jul 31 04:22:03 +0000 2018,0.0,0.922,0.078,After one family saw a dog staring longingly into the window of a restaurant while they were in line at the drive-t… https://t.co/xnS7LscdPG,0,@FoxNews
0.0,Tue Jul 31 04:15:00 +0000 2018,0.0,1.0,0.0,".@dbongino: “Tax reform was just monumental, we see now the effects on the economy, 4.1% growth.” https://t.co/bOLDZSbHzQ",0,@FoxNews
0.0,Tue Jul 31 04:08:00 +0000 2018,0.0,1.0,0.0,"After one woman’s tweet featuring a homeless web designer’s unconventional job hunting tactic went viral, David Cas… https://t.co/ijySyHLqcA",0,@FoxNews
-0.3818,Tue Jul 31 04:01:00 +0000 2018,0.16,0.742,0.098,".@POTUS: ""The [Italian] Prime Minister and I also agree that the brutal regime in Iran must never be allowed to pos… https://t.co/TgZMeYEbwv",0,@FoxNews
0.0,Tue Jul 31 03:53:00 +0000 2018,0.0,1.0,0.0,".@ChristopherHahn: “If [@POTUS] doesn’t get his wall before this Congress leaves, he won’t get his wall.”… https://t.co/uoCjEAL2So",0,@FoxNews
-0.5859,Tue Jul 31 03:45:50 +0000 2018,0.202,0.798,0.0,Showdown in Virginia: Manafort fraud trial set to kick off in first Mueller probe prosecution… https://t.co/0ZLf4HEY2h,0,@FoxNews
0.0,Tue Jul 31 03:40:00 +0000 2018,0.0,1.0,0.0,".@MonicaCrowley: “The reason we have Donald Trump…is because he went out into the heartland and he said, ‘You know… https://t.co/0OHEjKaEyJ",0,@FoxNews
-0.3818,Tue Jul 31 03:35:39 +0000 2018,0.224,0.776,0.0,President @realDonaldTrump threatens government shutdown over border wall https://t.co/VRREYH2jM2 https://t.co/iQCDXg1goV,0,@FoxNews
0.4215,Tue Jul 31 03:25:30 +0000 2018,0.0,0.882,0.118,"""Everybody would do the same thing that I'm doing. We just have the opportunity and it's just our time right now.""… https://t.co/kcjF8oucTu",0,@FoxNews
0.0,Tue Jul 31 03:20:01 +0000 2018,0.0,1.0,0.0,".@ByronYork: “Donald Trump the candidate in 2016 really did blow up Republican orthodoxy in some very, very key way… https://t.co/EEwpox1bVF",0,@FoxNews
-0.3612,Tue Jul 31 03:08:18 +0000 2018,0.128,0.872,0.0,".@IngrahamAngle: “One could also make the argument that selling out American workers, and offering up our industrie… https://t.co/p6AaSy8nnE",0,@FoxNews
0.0,Tue Jul 31 03:04:41 +0000 2018,0.0,1.0,0.0,"More than 450 people in Florida ordered to give up guns under new law, report says https://t.co/EgO5jcCeyQ",0,@FoxNews
-0.4019,Tue Jul 31 02:55:27 +0000 2018,0.144,0.856,0.0,.@RudyGiuliani says Trump team leaning towards ignoring Mueller questions: 'We don't think they have a legitimate i… https://t.co/hZdsoq19EI,0,@FoxNews
-0.296,Tue Jul 31 02:34:16 +0000 2018,0.155,0.845,0.0,Shark swiped from San Antonio Aquarium in baby stroller; suspect reportedly confesses https://t.co/JdwH6aIekl,0,@FoxNews
-0.0516,Tue Jul 31 02:24:28 +0000 2018,0.155,0.7,0.145,"Trump supporters pelted by eggs, punches can sue San Jose cops after attack, court says https://t.co/U4kY1iCz8b",0,@FoxNews
-0.5994,Tue Jul 31 02:16:54 +0000 2018,0.178,0.822,0.0,OPINION: The left's obstruction of qualified #Trump nominees is yet another front in the war against the president https://t.co/QaH5ywd2SO,0,@FoxNews
0.743,Tue Jul 31 02:01:30 +0000 2018,0.0,0.69,0.31,Senator @RandPaul released a statement Monday saying he will support Supreme Court nominee Judge Brett Kavanaugh.… https://t.co/dFCdNWNaRP,0,@FoxNews
0.0,Tue Jul 31 02:00:01 +0000 2018,0.0,1.0,0.0,Jimmy Hoffa investigation: Frank Sheeran and blood evidence found in the case https://t.co/k6wemTLgSm,0,@FoxNews
0.0,Tue Jul 31 01:53:00 +0000 2018,0.0,1.0,0.0,TSA calls reports it's surveilling ordinary Americans 'ridiculous' https://t.co/W0bSwy9Hea,0,@FoxNews
-0.4927,Tue Jul 31 01:48:47 +0000 2018,0.186,0.814,0.0,".@RudyGiuliani on Mueller investigation: ""@Comey is more discredited than anyone in this investigation...If you're… https://t.co/gxGNlvXcsj",0,@FoxNews
0.4939,Tue Jul 31 01:45:00 +0000 2018,0.0,0.833,0.167,President @realDonaldTrump holds his granddaughter Arabella’s hand as they walk across the South Lawn of the… https://t.co/0tg9IcgAK4,0,@FoxNews
0.0,Tue Jul 31 01:43:39 +0000 2018,0.0,1.0,0.0,".@RudyGiuliani on Mueller investigation: ""We've been driven further away from the idea of answering any questions f… https://t.co/QYeMzSFGzn",0,@FoxNews
-0.5574,Tue Jul 31 01:38:01 +0000 2018,0.153,0.847,0.0,A Florida police officer who died a week after he was shot while on the job was remembered Saturday night by member… https://t.co/pxF37Z3LrJ,0,@FoxNews
0.3182,Tue Jul 31 01:30:00 +0000 2018,0.0,0.887,0.113,"A huge ""Trump 2020"" banner was unfurled at the New York @Yankees game on Sunday by fans of President… https://t.co/8N0XrexpeK",0,@FoxNews
-0.34,Tue Jul 31 01:22:00 +0000 2018,0.179,0.821,0.0,"Texas mall robbery suspects claim to be Mexican nationals, police say https://t.co/XNkImFZLQG",0,@FoxNews
0.0,Tue Jul 31 01:12:00 +0000 2018,0.0,1.0,0.0,"During a press conference with Italian Prime Minister Giuseppe Conte, President @realDonaldTrump reiterated his wee… https://t.co/4rwbzkw06J",0,@FoxNews
-0.1027,Tue Jul 31 01:05:00 +0000 2018,0.107,0.804,0.089,Firefighters with Cal Fire Mendocino Unit cover themselves from smoke and ash created by an advancing wildfire on M… https://t.co/UASR9p9cMH,0,@FoxNews
0.0772,Tue Jul 31 00:53:42 +0000 2018,0.0,0.885,0.115,'Buckle Up Buttercup': @MichaelAvenatti Challenges @RudyGiuliani Over 'Stupidity' of @POTUS https://t.co/PXYSnZHwm8,0,@FoxNews
0.3182,Tue Jul 31 00:42:10 +0000 2018,0.0,0.859,0.141,Basketball fan allegedly impersonated employee in order to add @Pac12Network to restaurant's cable package https://t.co/txB16aOazC,0,@FoxNews
0.4019,Tue Jul 31 00:23:56 +0000 2018,0.0,0.856,0.144,OPINION: Why 'Christmas in July' has special meaning for me (hint: it's not what you think) https://t.co/CS6bcG5FnH,0,@FoxNews
0.3612,Tue Jul 31 00:16:04 +0000 2018,0.104,0.656,0.24,Social media helps solve mystery of skier who disappeared in the Alps in 1954 https://t.co/vWrTQllb8C,0,@FoxNews
0.3182,Mon Jul 30 23:55:40 +0000 2018,0.0,0.881,0.119,".@KatiePavlich: ""The big question is— will a huge expansion of government really actually make the lives of people… https://t.co/fGRMbM3fFr",0,@FoxNews
-0.4019,Mon Jul 30 23:47:34 +0000 2018,0.137,0.863,0.0,".@AndrewCMcCarthy: ""The peril for President @realDonaldTrump here, to the extent there is any, has always been impe… https://t.co/D0qGUX928K",0,@FoxNews
-0.3182,Mon Jul 30 23:38:59 +0000 2018,0.113,0.887,0.0,".@kayleighmcenany: ""Democrats are quivering when they hear the word shutdown. They lost the last one, and the Ameri… https://t.co/VI4s3TzEoA",0,@FoxNews
-0.2023,Mon Jul 30 23:34:54 +0000 2018,0.128,0.872,0.0,"Austan Goolsbee: ""Mexico was supposed to pay for the wall, now the president wants the American taxpayers to pay fo… https://t.co/x8av0ax9Eg",0,@FoxNews
0.0,Mon Jul 30 23:29:39 +0000 2018,0.0,1.0,0.0,".@kayleighmcenany: ""We're using President @realDonaldTrump at every race across the country."" #TheStory https://t.co/AOo15y9H2L",0,@FoxNews
0.0,Mon Jul 30 23:23:41 +0000 2018,0.0,1.0,0.0,".@RepDeSantis: ""[@POTUS has] brought new people to the Republican Party."" #TheStory https://t.co/t2xS4ufEF6",0,@FoxNews
0.3818,Mon Jul 30 23:19:45 +0000 2018,0.0,0.898,0.102,"""We feel about the way you'd expect a family to feel that has someone that we love as much as Mollie, but that's re… https://t.co/YPPdMvJQew",0,@FoxNews
-0.7003,Mon Jul 30 23:13:32 +0000 2018,0.254,0.746,0.0,"""Someone knows something and they need to call the authorities."" 

Rob Tibbetts, father of the the missing Universi… https://t.co/YuQqTlgu8b",0,@FoxNews
-0.5423,Mon Jul 30 23:06:29 +0000 2018,0.29,0.71,0.0,Desperate search for college student gone missing for nearly two weeks https://t.co/J1W3eH94I4 https://t.co/rvMU4bEEvD,0,@FoxNews
-0.0516,Mon Jul 30 23:01:16 +0000 2018,0.144,0.72,0.136,".@MZHemingway on @POTUS' shutdown threat: ""He's in a position of strength right now and immigration is an issue tha… https://t.co/62ZAN8v2oX",0,@FoxNews
-0.5574,Mon Jul 30 22:54:18 +0000 2018,0.365,0.635,0.0,Idaho inmates exploit tablet software flaw to steal $225K https://t.co/2B7c7HsWsX,0,@FoxNews
-0.1027,Mon Jul 30 22:46:14 +0000 2018,0.104,0.896,0.0,"RT @MikeEmanuelFox: Congress warns White House against government shutdown - from #SpecialReport tonight:

https://t.co/xf3PyhCP2i",0,@FoxNews
0.6597,Mon Jul 30 22:37:12 +0000 2018,0.0,0.759,0.241,".@GiuseppeConteIT: ""President Trump would like to have a rebalance of the U.S. foreign trade...I hope we can find t… https://t.co/dqh4PRDY8O",0,@FoxNews
0.3612,Mon Jul 30 22:23:19 +0000 2018,0.073,0.777,0.15,".@GiuseppeConteIT on @POTUS: ""Maybe because we [don't have] political background[s], we pay better attention with t… https://t.co/4dvOFcnloR",0,@FoxNews
0.0516,Mon Jul 30 22:19:56 +0000 2018,0.0,0.938,0.062,President @realDonaldTrump and Robert  Wilkie's wife Julia watch as @VP Mike Pence swears in Robert Wilkie as Secre… https://t.co/eO7sqtl50V,0,@FoxNews
-0.802,Mon Jul 30 22:09:16 +0000 2018,0.474,0.526,0.0,Mourning orca mother carries dead calf for fifth day https://t.co/YmeMmqw8mO,0,@FoxNews
-0.3612,Mon Jul 30 21:55:00 +0000 2018,0.226,0.645,0.129,"Former FEMA official created 'toxic' environment of sexual harassment, administrator says https://t.co/Tw7DoswM0g",0,@FoxNews
0.0,Mon Jul 30 21:49:21 +0000 2018,0.0,1.0,0.0,"Ruling that allows early voting on Florida college campuses could sway close Senate, governor's races https://t.co/GR4detJQbj",0,@FoxNews
-0.5267,Mon Jul 30 21:44:20 +0000 2018,0.195,0.805,0.0,.@EmilyCompagno on @POTUS renewing government shutdown threat if border wall is not funded https://t.co/X9K8dyTdNW… https://t.co/NktwAKWbFH,0,@FoxNews
0.6908,Mon Jul 30 21:35:32 +0000 2018,0.0,0.778,0.222,.@JesseBWatters: “The wall will be built. It'll be beautiful. But it looks like it’s going to be built one step at… https://t.co/ujdQLjXOEu,0,@FoxNews
0.0,Mon Jul 30 21:20:46 +0000 2018,0.0,1.0,0.0,.@TheJuanWilliams: “All the numbers right now are flowing towards the Democrats because the Democratic base is so e… https://t.co/fH5VBFgm8l,0,@FoxNews
-0.25,Mon Jul 30 21:16:15 +0000 2018,0.181,0.691,0.128,.@newtgingrich: Trump's Gov't Shutdown Threat Will Present 'Vivid Contrast' With Dems on Border Security https://t.co/8x3QSjSWZY,0,@FoxNews
-0.3818,Mon Jul 30 21:09:36 +0000 2018,0.191,0.809,0.0,Upset teen on American Airlines flight receives 'life advice' from 64-year-old https://t.co/9HeiBpXgu0,0,@FoxNews
0.0,Mon Jul 30 21:00:00 +0000 2018,0.0,1.0,0.0,"More than 450 people in Florida ordered to give up guns under new law, report says https://t.co/SXYcacudU0",0,@FoxNews
-0.7003,Mon Jul 30 20:53:00 +0000 2018,0.309,0.691,0.0,CBS won't take immediate action on Les Moonves sexual harassment accusations after board meeting https://t.co/uflkXXb6Ok,0,@FoxNews
-0.3182,Mon Jul 30 20:50:11 +0000 2018,0.119,0.881,0.0,People gather outside the Greek Parliament in Athens in memory of victims of a deadly wildfire a week ago. https://t.co/tfLKlcl3zz,0,@FoxNews
0.3593,Mon Jul 30 20:45:00 +0000 2018,0.0,0.839,0.161,Gay couple claims Alaska Airlines separated them so a straight couple could sit together https://t.co/rOtmlOSJd0,0,@FoxNews
-0.4865,Mon Jul 30 20:34:57 +0000 2018,0.257,0.743,0.0,.@AriFleischer: “I think it’s going to be very hard to stop Brett’s nomination.” https://t.co/n8mpjeIpgk,0,@FoxNews
-0.765,Mon Jul 30 20:30:00 +0000 2018,0.337,0.663,0.0,Police release new video of suspect in killing of onetime George H.W. Bush doctor https://t.co/bzQXaLmCS6,0,@FoxNews
0.0,Mon Jul 30 20:19:38 +0000 2018,0.0,1.0,0.0,"Brandon Judd: “These individuals that are coming here and asking for asylum, they can do it legally.” https://t.co/CGaF0oJHXX",0,@FoxNews
-0.5574,Mon Jul 30 20:13:54 +0000 2018,0.153,0.847,0.0,"Brandon Judd: “If we build the walls in strategic locations, we will then be able to control where illegal immigrat… https://t.co/KlcsXVR29M",0,@FoxNews
0.0,Mon Jul 30 20:07:48 +0000 2018,0.0,1.0,0.0,Exquisite ancient mosaic uncovered in Israel https://t.co/h1KNo0STcy,0,@FoxNews
0.0,Mon Jul 30 20:04:50 +0000 2018,0.0,1.0,0.0,RT @ShepNewsTeam: Shep is live on Facebook Watch: https://t.co/B6mqZfd2n5,0,@FoxNews
0.0,Mon Jul 30 20:03:08 +0000 2018,0.0,1.0,0.0,.@ShepNewsTeam is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/i4YVrV8xAI,0,@FoxNews
0.0,Mon Jul 30 20:00:19 +0000 2018,0.0,1.0,0.0,RT @ShepNewsTeam: AFTER THE SHOW: Shep will be live for today’s Fox News Afternoon Update on Facebook Watch at https://t.co/IpXcWDUA5J with…,0,@FoxNews
0.0,Mon Jul 30 19:59:34 +0000 2018,0.0,1.0,0.0,"Air marshals have secretly monitored US passengers for years, report says.  https://t.co/BaCM0i9cpv @ShepNewsTeam https://t.co/IVWnFlbRZX",0,@FoxNews
-0.7712,Mon Jul 30 19:48:54 +0000 2018,0.323,0.677,0.0,"Nicole Kidman captures giant tarantula from pool as kids scream in horror: 'Get back, mom!' https://t.co/e5C0LdfMMd",0,@FoxNews
0.7269,Mon Jul 30 19:36:42 +0000 2018,0.0,0.728,0.272,".@POTUS to Iran: ""They want to meet? I'll meet - any time they want...It's good for the country, good for them, goo… https://t.co/mvbBuH264J",0,@FoxNews
0.0,Mon Jul 30 19:27:12 +0000 2018,0.0,1.0,0.0,RT @FoxBusiness: Chinese tariffs hit US almond exports https://t.co/hcRiZFPkJY,0,@FoxNews
-0.0772,Mon Jul 30 19:27:02 +0000 2018,0.217,0.635,0.148,"RT @FoxBusiness: FBI, DOJ stalling, hoping GOP loses House in midterms, Rep. @DevinNunes says
https://t.co/13mqk35Kh7",0,@FoxNews
0.0,Mon Jul 30 19:26:48 +0000 2018,0.0,1.0,0.0,"RT @FoxBusiness: Big Mac turns 50, McDonald's marks anniversary with 'MacCoin'  https://t.co/Q7Ze2IEPAG https://t.co/4btiNESUUJ",0,@FoxNews
0.4215,Mon Jul 30 19:13:06 +0000 2018,0.0,0.882,0.118,".@POTUS: ""I came along last year and, in a fairly nice tone, I said, 'You gotta pay,' and they paid $44 billion mor… https://t.co/gPqxhSjM7Y",0,@FoxNews
0.34,Mon Jul 30 19:00:08 +0000 2018,0.0,0.87,0.13,".@POTUS: ""I would be certainly willing to consider a shutdown if we don't get proper border security."" https://t.co/y7hfvh49DW",0,@FoxNews
0.0,Mon Jul 30 18:54:12 +0000 2018,0.0,1.0,0.0,BREAKING: @POTUS offers to meet with Iranian President Rouhani with “no preconditions” https://t.co/jNB6fyc64G,0,@FoxNews
0.34,Mon Jul 30 18:41:00 +0000 2018,0.0,0.876,0.124,".@POTUS to Italian Prime Minister Conte: ""We are both outsiders to politics...and we're both determined to protect… https://t.co/hGDBokqWSZ",0,@FoxNews
0.6077,Mon Jul 30 18:35:55 +0000 2018,0.0,0.738,0.262,".@POTUS: ""America's booming economy, setting records in so many categories, creates enormous opportunities for inve… https://t.co/XdAaNaeiDX",0,@FoxNews
-0.3818,Mon Jul 30 18:28:42 +0000 2018,0.16,0.742,0.098,".@POTUS: ""The [Italian] Prime Minister and I also agree that the brutal regime in Iran must never be allowed to pos… https://t.co/iLQC8haR0Z",0,@FoxNews
0.8555,Mon Jul 30 18:19:47 +0000 2018,0.0,0.63,0.37,".@POTUS: ""The [Italian] Prime Minister and I are united in our conviction that strong nations must have strong bord… https://t.co/GPybzZUwCW",0,@FoxNews
-0.1027,Mon Jul 30 18:17:49 +0000 2018,0.08,0.92,0.0,".@POTUS press conference with Italian Prime Minister: ""Our countries have learned through hard experience that bord… https://t.co/laH5gv50lW",0,@FoxNews
0.4404,Mon Jul 30 18:12:33 +0000 2018,0.0,0.861,0.139,".@POTUS: ""Today Prime Minister Conte and I are pleased to announce a new strategic dialogue between Italy and the U… https://t.co/r2S3lQBDXX",0,@FoxNews
0.0,Mon Jul 30 18:07:36 +0000 2018,0.0,1.0,0.0,.@POTUS and Prime Minister Giuseppe Conte of Italy hold a joint news conference. https://t.co/mXBPR4gfWf,0,@FoxNews
0.0,Mon Jul 30 18:06:08 +0000 2018,0.0,1.0,0.0,RT @FoxBusiness: .@POTUS and Italian Prime Minister Giuseppe Conte hold a joint press conference. https://t.co/ugeUBj5xJB,0,@FoxNews
-0.4215,Mon Jul 30 17:58:29 +0000 2018,0.284,0.579,0.137,How to avoid buying a stolen used car and protect yourself if you do https://t.co/OGBZ8M6SXA,0,@FoxNews
-0.3991,Mon Jul 30 17:49:07 +0000 2018,0.191,0.71,0.099,Minneapolis police release footage of fatal shooting of armed man; officers won't face charges https://t.co/YR75RCFVzY,0,@FoxNews
0.0,Mon Jul 30 17:33:18 +0000 2018,0.0,1.0,0.0,It 'Did Not Happen': Giuliani Says Cohen's Claim About Trump Tower Meeting Is 'Categorically Untrue' https://t.co/0eFU5T96Bl,0,@FoxNews
0.3612,Mon Jul 30 17:19:55 +0000 2018,0.0,0.828,0.172,".@POTUS unlikely to agree to Mueller interview, sources say; @johnrobertsFox reports https://t.co/lL5muP1Y0R… https://t.co/e6SHTL2fr8",0,@FoxNews
0.0,Mon Jul 30 17:07:56 +0000 2018,0.0,1.0,0.0,Rudy Giuliani on a sit-down between @POTUS and Robert Mueller #Outnumbered https://t.co/nE5QVHkRIH,0,@FoxNews
0.0,Mon Jul 30 17:03:47 +0000 2018,0.0,1.0,0.0,"Boy, 6, survives 2 venomous snake bites within 8 days, prayed he would survive https://t.co/MTu3YRxYCd",0,@FoxNews
0.296,Mon Jul 30 16:59:22 +0000 2018,0.0,0.824,0.176,"Rudy Giuliani: “If they want to talk about collusion…we might allow some questions on that."" #Outnumbered https://t.co/7yYz9XZEgG",0,@FoxNews
